title,genre,stage_director,country,year
Такое приятное убийство,комедия,Эдди Маталон,Канада,1993
Такое лето,драматический фильм,Дени Коте,Канада,2022
Такого рода любовь,драма,Джон Шлезингер,Великобритания,1962
Такова спортивная жизнь,драма,Линдсей Андерсон,Великобритания,1963
Таковы мужчины,драма,Георг Якоби,Германия,1922
Такие разные судьбы,кинокомедия,Анри Верней,Франция,1954
Такие разные близнецы,комедия,Деннис Дуган,США,2011
Такие мелочи,,Тим Милантс,Ирландия,15 февраля
Такие красивые люди,философская драма,Дмитрий Моисеев,Украина,2013
Такие высокие горы,Драма,Юлия Солнцева,СССР,1974
Такер: Человек и его мечта,драма,Фрэнсис Форд Коппола,США,1988
Такешиз,комедия,Такэси Китано,Япония,2005
"Такая поздняя, такая тёплая осень",драма,Иван Миколайчук,,1981
"Такая, как ты есть",драма,Альберто Латтуада,Италия,1978
"Такая она, игра",Спортивная,Николай Малецкий,СССР,1976
Такая любовь,,Жозе Дайан,Франция,2001
"Такая красотка, как я",комедия,Франсуа Трюффо,Франция,1972
Танец реальности,драма,Алехандро Ходоровски,Франция,2013
Танец пьяного богомола,боевик,Юнь Вопхин,Гонконг,1979
Танец проклятых,драма,Кэтт Ши,США,1989
Танец на вулкане,драма,Рихард Айхберг,,1920
Танец на воде,драма,Нил Хименес,США,1992
